lot_area,neighborhood,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,bsmt_unf_sf,heating,central_air,1st_flr_sf,2nd_flr_sf,total_sqr_ft,bedrooms,kitchen_qual,total_rooms,garage_type,car_garage,garage_area,wood_deck_sf,open_porch_sf,enclosed_porch,screen_porch,mo_sold,yr_sold,total_bathrooms,remodeled_y/n,total_bsmtfin_sf,finbsmt/gr_liv_area,avg_cs_index_value
1680,BrDale,Twnhs,Two Story,6,6,1972,1972,79,GasA,Y,483,504,987,2,TA,5,Detchd,1,288,0,0,0,0,7,2009,3,N,404,1391,148.55
5852,OldTown,2fmCon,Unfinished 2 1/2 Story,7,5,1902,2000,851,GasA,N,978,886,1864,6,TA,9,0,0,0,0,188,102,0,5,2009,3,Y,169,2033,148.55
2117,Somerst,Twnhs,Two Story,6,5,2000,2000,339,GasA,Y,769,804,1573,3,Gd,4,Detchd,2,440,0,32,0,0,9,2007,3,N,417,1990,179.94
8826,CollgCr,1Fam,Two Story,7,5,2000,2000,144,GasA,Y,985,857,1842,3,Gd,7,Attchd,2,486,193,96,0,0,7,2007,4,N,841,2683,179.94
12257,NoRidge,1Fam,Two Story,8,5,1995,1995,1198,GasA,Y,1328,1203,2531,4,Gd,9,Attchd,3,752,222,98,0,0,11,2007,3,N,120,2651,179.94
2544,Somerst,Twnhs,Two Story,7,5,2004,2005,190,GasA,Y,600,600,1200,2,Gd,4,Detchd,2,480,0,172,0,0,2,2010,4,Y,410,1610,144.67
10284,OldTown,1Fam,Finished 1 1/2 Story,4,7,1925,1993,55,GasA,Y,845,436,1281,1,TA,6,Detchd,2,580,0,0,0,0,4,2007,3,Y,1096,2377,179.94
16056,StoneBr,1Fam,Two Story,9,5,2005,2006,1752,GasA,Y,1992,876,2868,4,Ex,11,BuiltIn,3,716,214,108,0,0,7,2006,4,Y,240,3108,183.48
5400,OldTown,1Fam,Single Story,4,7,1940,2005,672,GasA,Y,672,0,672,2,TA,4,Detchd,1,308,88,108,0,0,11,2008,1,Y,0,672,164.06
6000,OldTown,1Fam,Single Story,4,7,1954,2000,901,GasA,Y,901,0,901,2,TA,4,Detchd,1,281,0,0,0,0,6,2008,1,Y,0,901,164.06
10791,Sawyer,Duplex,Single Story,4,5,1967,1967,0,GasA,Y,1296,0,1296,2,TA,6,CarPort,2,516,0,0,0,0,10,2006,2,N,0,1296,183.48
9158,Somerst,1Fam,Single Story,8,5,2007,2007,1496,GasA,Y,1496,0,1496,3,Gd,7,Attchd,2,474,168,130,0,0,6,2007,2,N,0,1496,179.94
10852,Gilbert,1Fam,Two Story,6,5,2000,2000,173,GasA,Y,959,712,1671,3,TA,7,Attchd,2,472,0,38,0,0,2,2006,4,N,786,2457,183.48
7801,Crawfor,1Fam,Single Story,6,5,1951,1951,591,GasA,N,1091,0,1091,2,TA,5,Attchd,1,344,66,105,0,221,5,2008,2,N,500,1591,164.06
11435,Crawfor,1Fam,Two Story,8,7,1929,1950,792,GasA,Y,792,725,1517,3,Gd,7,Detchd,2,400,0,0,0,0,6,2006,1,Y,0,1517,183.48
14585,NAmes,1Fam,Single Story,6,6,1960,1987,331,GasA,Y,1429,0,1429,3,Gd,7,Attchd,2,572,216,110,0,0,6,2007,2,Y,813,2242,179.94
8382,NAmes,1Fam,Finished 1 1/2 Story,4,5,1956,1956,832,GasA,Y,832,505,1337,3,TA,5,Attchd,1,263,0,0,0,0,2,2010,1,N,0,1337,144.67
11664,NAmes,1Fam,Single Story,6,5,1948,1950,746,GasA,Y,1082,0,1082,2,TA,5,Detchd,1,240,0,130,0,0,11,2007,1,Y,336,1418,179.94
27697,Mitchel,1Fam,Single Story,4,3,1961,1961,585,GasA,N,1608,0,1608,3,TA,6,Attchd,1,444,152,38,0,0,11,2007,1,N,811,2419,179.94
5500,SWISU,1Fam,Single Story,7,5,2004,2004,190,GasA,Y,1073,0,1073,2,TA,4,Detchd,1,246,0,120,0,0,5,2006,3,N,883,1956,183.48
21281,NAmes,1Fam,Two Story,5,4,1935,2007,666,GasA,Y,1308,1778,3086,4,Gd,9,BuiltIn,3,1200,0,208,290,156,11,2007,4,Y,0,3086,179.94
10440,OldTown,1Fam,Two Story,5,6,1910,1981,440,GasA,Y,682,548,1230,2,TA,5,Detchd,2,440,74,0,128,0,5,2009,2,Y,0,1230,148.55
10933,CollgCr,1Fam,Single Story,9,5,2009,2009,534,GasA,Y,1680,0,1680,1,Ex,8,Attchd,3,1138,185,24,0,0,7,2009,3,N,1021,2701,148.55
12900,Sawyer,2fmCon,Single Story,5,4,1920,1950,0,GasA,Y,1140,0,1140,3,TA,6,CarPort,2,400,0,0,190,0,1,2008,2,Y,1300,2440,164.06
1495,MeadowV,TwnhsE,Two Story,4,6,1970,1970,162,GasA,Y,546,546,1092,3,TA,5,0,0,0,0,64,0,0,5,2007,2,N,384,1476,179.94
14210,Crawfor,1Fam,Two Story,6,7,1930,1959,697,GasA,Y,1104,697,1801,3,TA,8,Attchd,2,365,0,90,0,0,7,2006,2,Y,0,1801,183.48
9360,NAmes,1Fam,Single Story,6,7,1968,2004,216,GasA,Y,976,0,976,2,Gd,4,Attchd,2,504,94,0,0,0,3,2006,2,Y,760,1736,183.48
10447,Mitchel,1Fam,Single Story,5,6,1984,1984,348,GasA,Y,887,0,887,3,TA,5,Attchd,1,288,140,0,0,0,12,2007,2,N,516,1403,179.94
14828,NridgHt,1Fam,Single Story,9,5,2004,2005,397,GasA,Y,1780,0,1780,2,Ex,7,Attchd,3,816,144,68,0,0,8,2006,3,Y,1383,3163,183.48
7596,OldTown,Duplex,Two Story,5,5,1952,1952,960,GasA,Y,960,1000,1960,4,TA,10,Detchd,2,400,0,0,0,0,7,2009,2,N,0,1960,148.55
9950,NoRidge,1Fam,Two Story,7,5,1995,1995,638,GasA,Y,1214,1306,2520,4,Gd,9,Attchd,3,721,224,114,0,0,6,2007,3,N,565,3085,179.94
7500,NAmes,1Fam,Finished 1 1/2 Story,6,6,1947,1950,784,GasA,Y,900,412,1312,3,TA,6,Detchd,2,649,0,28,0,0,10,2006,2,Y,0,1312,183.48
5100,OldTown,1Fam,Two Story,8,7,1925,1996,588,GasA,Y,833,833,1666,3,Gd,7,Detchd,1,228,192,63,0,0,6,2008,1,Y,0,1666,164.06
9345,CollgCr,1Fam,Single Story,8,5,2007,2007,1615,GasA,Y,1615,0,1615,3,Gd,7,Attchd,3,864,168,30,0,0,5,2008,2,N,0,1615,164.06
6300,SWISU,1Fam,Finished 1 1/2 Story,5,4,1938,1950,0,GasA,Y,832,436,1268,3,TA,7,Basment,1,250,0,0,55,0,7,2009,2,Y,832,2100,148.55
10307,NridgHt,TwnhsE,Single Story,7,5,2007,2008,474,GasA,Y,1358,0,1358,2,Gd,6,Attchd,2,484,192,26,0,0,5,2009,3,Y,876,2234,148.55
6000,BrkSide,1Fam,Two Story,6,6,1939,1950,324,GasA,Y,608,624,1232,3,TA,6,Attchd,1,217,0,0,0,0,2,2007,2,Y,276,1508,179.94
12150,Mitchel,1Fam,Split Foyer Style,6,6,1979,1979,0,GasA,Y,1299,0,1299,2,Gd,5,BuiltIn,2,486,84,0,222,0,1,2007,3,N,1001,2300,179.94
8626,OldTown,1Fam,Single Story,4,6,1956,1956,0,GasA,Y,968,0,968,2,TA,5,Attchd,1,331,0,0,0,0,5,2007,1,N,0,968,179.94
5500,OldTown,1Fam,Finished 1 1/2 Story,5,7,1929,2001,0,GasA,Y,926,0,1316,3,TA,6,Detchd,2,484,0,0,0,0,5,2010,2,Y,926,2242,144.67
14670,NAmes,1Fam,Two Story,6,7,1966,1999,529,GasW,Y,1104,884,1988,4,Gd,9,Attchd,2,480,0,230,0,0,10,2008,3,Y,575,2563,164.06
12772,NAmes,1Fam,Single Story,6,8,1960,1998,460,GasA,Y,958,0,958,2,TA,5,Attchd,1,301,0,0,0,0,5,2007,1,Y,498,1456,179.94
4571,OldTown,1Fam,Two Story,5,5,1916,1950,624,GasA,N,624,720,1344,4,TA,7,Detchd,3,513,0,0,96,0,5,2008,1,Y,0,1344,164.06
8400,NAmes,1Fam,Single Story,4,5,1970,1970,0,GasA,Y,882,0,882,2,TA,4,Attchd,2,525,240,0,0,0,4,2010,2,N,882,1764,144.67
16905,Timber,1Fam,Single Story,5,6,1959,1959,383,GasA,Y,1328,0,1328,2,TA,5,Attchd,1,308,0,104,0,0,7,2007,3,N,967,2295,179.94
11850,NWAmes,1Fam,Single Story,6,6,1984,1984,372,GasA,Y,1177,0,1177,3,Gd,6,Attchd,2,495,204,103,0,0,8,2007,2,N,781,1958,179.94
8637,Gilbert,1Fam,Two Story,6,5,1999,2000,52,GasA,Y,947,767,1714,3,TA,7,Attchd,2,451,256,48,0,0,4,2007,4,Y,871,2585,179.94
9600,NWAmes,1Fam,Single Story,5,5,1969,1969,588,GasA,Y,1336,0,1336,3,TA,6,Attchd,2,502,312,11,0,0,8,2009,3,N,700,2036,148.55
9303,Timber,1Fam,Two Story,6,5,1996,1997,130,GasA,Y,888,868,1756,3,TA,7,Attchd,2,422,144,122,0,0,7,2007,4,Y,742,2498,179.94
14137,Gilbert,1Fam,Single Story,5,5,1996,1997,898,GasA,Y,1384,0,1384,3,Gd,7,Attchd,2,404,0,39,0,0,11,2008,3,Y,450,1834,164.06
2645,Somerst,Twnhs,Two Story,8,5,1999,2000,147,GasA,Y,962,645,1607,3,Gd,7,Detchd,2,480,169,0,0,0,12,2008,4,Y,813,2420,164.06
1680,BrDale,Twnhs,Two Story,6,5,1973,1973,153,GasA,Y,483,504,987,2,TA,5,Detchd,1,264,0,0,0,0,11,2008,3,N,330,1317,164.06
2280,NPkVill,Twnhs,Two Story,6,6,1975,1975,341,GasA,Y,855,601,1456,3,Gd,6,Attchd,2,440,173,0,0,0,6,2010,3,N,514,1970,144.67
11600,NAmes,1Fam,Single Story,6,5,1960,1960,818,GasA,Y,1383,0,1383,3,TA,7,Attchd,1,292,0,45,0,0,4,2006,2,N,565,1948,183.48
10659,NAmes,1Fam,Single Story,5,6,1961,1961,135,GasA,Y,1050,0,1050,3,TA,6,Attchd,1,368,0,319,0,0,1,2006,2,N,915,1965,183.48
7449,IDOTRR,1Fam,Unfinished 1 1/2 Story,7,7,1930,1950,637,GasA,Y,1108,0,1108,3,Gd,6,Attchd,1,280,0,0,205,0,12,2007,1,Y,0,1108,179.94
11520,NridgHt,1Fam,Single Story,9,5,2005,2005,1588,GasA,Y,1698,0,1698,3,Ex,7,Attchd,3,730,192,74,0,0,6,2010,2,N,110,1808,144.67
7200,OldTown,1Fam,Two Story,7,7,1920,1950,596,GasA,Y,998,764,1762,4,Gd,8,Detchd,2,576,36,0,221,0,5,2006,3,Y,0,1762,183.48
22950,OldTown,1Fam,Finished 2 1/2 Story,10,9,1892,1993,1107,GasA,Y,1518,1518,3608,4,Ex,12,Detchd,3,840,0,260,0,410,6,2006,3,Y,0,3608,183.48
10818,OldTown,1Fam,Finished 1 1/2 Story,4,4,1910,1950,1077,GasA,Y,981,779,1760,4,TA,7,Detchd,2,648,120,0,96,0,2,2006,2,Y,0,1760,183.48
17778,Veenker,1Fam,Single Story,8,5,1981,1981,0,GasA,Y,2497,0,2497,2,Gd,7,Attchd,2,676,266,0,0,0,3,2007,3,N,2461,4958,179.94
13615,NridgHt,1Fam,Single Story,9,5,2006,2006,1802,GasA,Y,1802,0,1802,3,Ex,7,Attchd,3,843,158,105,0,0,6,2007,3,N,0,1802,179.94
8970,NAmes,1Fam,Two Story,5,6,1965,1965,356,GasA,Y,825,1315,2140,4,TA,7,Attchd,2,549,0,40,264,0,6,2009,3,N,388,2528,148.55
10110,SawyerW,1Fam,Two Story,6,5,2003,2003,200,GasA,Y,835,861,1696,3,Gd,7,Attchd,2,542,143,66,0,0,7,2008,4,N,635,2331,164.06
5858,NAmes,TwnhsE,Single Story,7,5,1999,1999,354,GasA,Y,1337,0,1337,2,Gd,5,Attchd,2,511,203,68,0,0,6,2010,3,N,1051,2388,144.67
13514,NridgHt,1Fam,Single Story,9,5,2008,2008,632,GasA,Y,1808,0,1808,3,Ex,7,Attchd,3,850,200,26,0,0,3,2009,3,N,1142,2950,148.55
14175,Sawyer,1Fam,Single Story,5,5,1956,1998,332,GasA,Y,1375,0,1375,3,TA,6,Attchd,1,323,0,0,0,0,12,2007,2,Y,908,2283,179.94
6762,CollgCr,1Fam,Single Story,7,5,2007,2007,544,GasA,Y,1208,0,1208,2,Gd,6,Attchd,2,628,105,54,0,0,9,2007,3,N,664,1872,179.94
7848,Gilbert,1Fam,Split Level Style,7,6,1999,1999,384,GasA,Y,774,656,1430,3,TA,7,BuiltIn,2,410,0,0,0,0,6,2009,3,N,0,1430,148.55
10836,OldTown,1Fam,Finished 1 1/2 Story,5,5,1922,1950,892,GasA,Y,1254,182,1436,3,TA,7,Detchd,4,1488,0,0,100,0,6,2008,2,Y,0,1436,164.06
9000,OldTown,1Fam,Finished 1 1/2 Story,5,6,1946,1950,459,GasA,Y,904,595,1499,3,TA,5,Detchd,3,869,0,20,0,0,6,2008,1,Y,445,1944,164.06
39384,NAmes,1Fam,Single Story,6,6,1957,1957,595,GasA,Y,1390,0,1390,1,Ex,4,Attchd,2,550,0,189,0,0,10,2006,3,N,1110,2500,183.48
4800,IDOTRR,1Fam,Single Story,4,7,1916,1990,999,GasA,Y,1196,0,1196,2,TA,5,Detchd,2,440,0,0,0,0,5,2007,2,Y,197,1393,179.94
8680,NAmes,1Fam,Single Story,5,7,1960,1960,894,GasA,Y,894,0,894,3,TA,5,Detchd,1,312,0,0,0,0,8,2007,1,N,0,894,179.94
12887,Mitchel,1Fam,Single Story,5,7,1984,1984,36,GasA,Y,833,0,833,2,Gd,5,Attchd,2,495,431,0,0,0,6,2010,2,N,797,1630,144.67
8064,NAmes,1Fam,Finished 1 1/2 Story,6,7,1948,1994,744,GasA,Y,1064,0,1495,3,TA,6,Detchd,2,576,180,36,0,0,5,2009,1,Y,120,1615,148.55
12606,Somerst,1Fam,Single Story,9,5,2007,2008,1530,GasA,Y,1530,0,1530,3,Gd,7,Attchd,3,984,212,136,0,0,5,2009,2,Y,0,1530,148.55
9245,CollgCr,1Fam,Two Story,7,5,2006,2006,939,GasA,Y,939,858,1797,3,Gd,8,Attchd,2,639,144,53,0,0,4,2007,3,N,0,1797,179.94
9150,NAmes,1Fam,Split Level Style,6,5,1962,1962,728,GasA,Y,1431,0,1431,3,TA,6,Basment,1,296,64,110,0,0,12,2008,2,N,371,1802,164.06
9260,SawyerW,1Fam,Single Story,7,5,2007,2007,1162,GasA,Y,1162,0,1162,3,Gd,6,Attchd,2,483,0,32,0,0,3,2008,2,N,0,1162,164.06
3300,OldTown,1Fam,Single Story,4,3,1910,1950,624,GasA,Y,816,0,816,2,TA,5,0,0,0,0,33,0,0,6,2009,1,Y,0,816,148.55
9840,NAmes,1Fam,Single Story,5,7,1959,1998,195,GasA,Y,1440,0,1440,2,Gd,7,Attchd,1,480,150,0,0,256,5,2008,3,Y,1053,2493,164.06
21299,NAmes,1Fam,Single Story,7,5,1941,1963,929,GasA,Y,2039,0,2039,3,TA,7,2Types,3,791,0,0,90,0,12,2006,3,Y,0,2039,183.48
9505,Gilbert,1Fam,Two Story,7,5,2001,2001,884,GasA,Y,884,1151,2035,3,Gd,8,BuiltIn,2,434,144,48,0,0,5,2010,3,N,0,2035,144.67
8400,NAmes,1Fam,Single Story,6,3,1957,1957,628,GasA,Y,1478,0,1478,3,TA,6,Attchd,2,442,114,0,0,216,6,2009,3,N,850,2328,148.55
11120,Veenker,1Fam,Single Story,6,6,1984,1984,572,GasA,Y,1232,0,1232,3,TA,6,Attchd,2,516,0,0,0,0,6,2008,2,N,660,1892,164.06
8749,CollgCr,1Fam,Single Story,7,5,2002,2002,1459,GasA,Y,1459,0,1459,3,Gd,6,Attchd,2,527,192,39,0,0,9,2007,2,N,0,1459,179.94
8400,NWAmes,1Fam,Two Story,8,6,2001,2001,167,GasA,Y,810,855,1665,3,Gd,6,Attchd,2,528,0,45,0,0,11,2009,4,N,643,2308,148.55
6000,OldTown,1Fam,Single Story,5,6,1957,1957,620,GasA,Y,928,0,928,3,TA,5,Attchd,1,288,0,0,0,0,6,2008,1,N,308,1236,164.06
9000,Sawyer,1Fam,Single Story,5,3,1959,1959,718,GasA,Y,1006,0,1006,3,TA,5,0,0,0,0,24,0,0,7,2008,1,N,288,1294,164.06
14149,Sawyer,1Fam,Split Level Style,5,8,1964,2001,190,GasA,Y,1020,0,1020,3,TA,5,Detchd,2,528,0,0,0,0,5,2007,3,Y,790,1810,179.94
8410,Edwards,1Fam,Finished 1 1/2 Story,5,3,1910,1996,658,GasA,Y,658,526,1184,5,TA,8,0,0,0,0,151,0,0,5,2006,1,Y,0,1184,183.48
3922,Blmngtn,TwnhsE,Single Story,7,5,2006,2007,1258,GasA,Y,1258,0,1258,2,Gd,6,Attchd,3,648,144,16,0,0,6,2007,2,Y,0,1258,179.94
7162,Sawyer,1Fam,Single Story,5,7,1966,1966,876,GasA,Y,904,0,904,3,TA,6,Attchd,1,408,0,0,0,0,7,2008,1,N,0,904,164.06
14175,Sawyer,1Fam,Single Story,5,6,1956,1987,200,GasA,Y,1437,0,1437,3,TA,6,Detchd,2,576,304,0,0,0,11,2006,3,Y,988,2425,183.48
10500,NAmes,1Fam,Split Level Style,5,7,1971,2005,23,GasA,Y,576,533,1109,3,TA,5,BuiltIn,1,288,35,0,0,0,6,2007,2,Y,349,1458,179.94
10998,Edwards,1Fam,Finished 1 1/2 Story,5,5,1941,1960,156,GasA,Y,984,620,1604,3,TA,6,Detchd,2,660,0,68,0,0,7,2009,2,Y,828,2432,148.55
9600,Veenker,1Fam,Split Level Style,6,7,1976,1994,528,GasA,Y,1094,761,1855,3,TA,7,Attchd,2,512,113,100,0,0,7,2007,3,Y,0,1855,179.94
18800,NWAmes,1Fam,Two Story,6,5,1976,1976,84,GasA,Y,790,784,1574,3,TA,6,Attchd,2,566,306,111,0,0,7,2006,4,N,712,2286,183.48
8772,CollgCr,1Fam,Single Story,7,5,2005,2006,340,GasA,Y,1336,0,1336,3,Gd,6,Attchd,2,502,136,43,0,0,9,2006,3,Y,996,2332,183.48
7560,NAmes,1Fam,Single Story,5,5,1959,1959,671,GasA,Y,1040,0,1040,3,TA,6,Attchd,1,286,140,0,252,0,7,2006,1,N,369,1409,183.48
18062,StoneBr,1Fam,Two Story,10,5,2006,2006,1528,GasA,Y,1528,1862,3390,5,Ex,10,BuiltIn,3,758,204,34,0,0,9,2006,4,N,0,3390,183.48
12155,NAmes,1Fam,Single Story,6,3,1970,1970,420,GasA,Y,1657,0,1657,3,TA,7,Attchd,2,484,0,0,0,147,3,2007,3,N,1237,2894,179.94
14565,SawyerW,1Fam,Two Story,7,5,1994,1995,295,GasA,Y,832,825,1657,3,Gd,6,Attchd,2,483,144,74,0,0,11,2008,3,Y,537,2194,164.06
2665,MeadowV,TwnhsE,Two Story,5,6,1977,1977,36,GasA,Y,925,550,1475,4,TA,6,Attchd,1,336,104,26,0,0,7,2006,2,N,721,2196,183.48
6000,OldTown,2fmCon,Finished 1 1/2 Story,5,4,1954,1954,811,GasA,Y,811,576,1387,3,Gd,7,BuiltIn,1,256,0,0,0,0,11,2009,2,N,0,1387,148.55
10152,NAmes,1Fam,Single Story,6,6,1956,1994,210,GasA,Y,1124,0,1124,3,TA,6,Attchd,1,353,0,211,180,142,5,2006,2,Y,914,2038,183.48
7000,Edwards,2fmCon,Two Story,5,7,1910,1991,148,GasA,Y,820,527,1347,3,TA,5,0,0,0,85,0,148,0,7,2008,2,Y,969,2316,164.06
6120,BrkSide,1Fam,Finished 1 1/2 Story,5,6,1938,1950,679,GasA,Y,994,588,1582,3,TA,6,Detchd,1,250,189,0,34,0,2,2009,2,Y,273,1855,148.55
3636,IDOTRR,1Fam,Single Story,4,4,1922,1950,796,GasA,N,796,0,796,2,TA,5,0,0,0,0,0,100,0,1,2008,1,Y,0,796,164.06
7000,OldTown,1Fam,Finished 1 1/2 Story,6,6,1924,1950,0,GasA,Y,865,445,1310,2,TA,6,Attchd,1,398,0,0,126,0,5,2006,2,Y,617,1927,183.48
8125,Somerst,1Fam,Two Story,6,5,2005,2005,858,GasA,Y,858,858,1716,3,Gd,7,Attchd,2,615,0,53,0,0,2,2006,3,N,0,1716,183.48
11128,Somerst,1Fam,Single Story,9,5,2005,2006,300,GasA,Y,2490,0,2490,2,Ex,9,Attchd,3,795,70,226,0,0,10,2009,3,Y,2158,4648,148.55
8400,SawyerW,1Fam,Two Story,6,6,1980,1981,650,GasA,Y,888,676,1564,3,TA,7,Attchd,2,476,0,50,0,204,4,2010,3,Y,0,1564,144.67
9000,OldTown,1Fam,Two Story,8,9,1890,2002,346,GasA,Y,1157,1111,2268,3,Gd,7,Detchd,2,624,0,108,0,0,7,2010,3,Y,0,2268,144.67
8800,NAmes,1Fam,Two Story,6,7,1964,1997,431,GasA,Y,845,1309,2154,5,TA,8,Attchd,2,539,0,0,0,161,6,2007,3,Y,414,2568,179.94
23580,Mitchel,1Fam,Single Story,6,6,1979,1979,849,GasA,Y,1625,0,1625,3,Fa,6,Attchd,2,576,136,28,0,0,9,2006,3,N,776,2401,183.48
5940,BrkSide,1Fam,Single Story,4,7,1946,1950,0,GasA,Y,896,0,896,2,TA,4,Detchd,1,280,0,0,0,0,4,2008,1,Y,0,896,164.06
5190,Edwards,1Fam,Finished 1 1/2 Story,7,5,1948,1950,570,GasA,Y,617,462,1079,2,TA,5,Attchd,1,249,135,0,0,0,1,2008,1,Y,0,1079,164.06
12299,NWAmes,1Fam,Single Story,7,6,1978,1985,201,GasA,Y,1664,0,1664,3,Gd,7,Attchd,2,663,0,0,0,0,9,2007,3,Y,1328,2992,179.94
7200,IDOTRR,1Fam,Single Story,6,6,1930,1950,641,GasA,Y,984,0,984,3,TA,6,Detchd,1,308,0,0,164,0,3,2006,1,Y,343,1327,183.48
10944,NoRidge,1Fam,Two Story,7,5,1994,1994,223,GasA,Y,1223,904,2127,3,Gd,5,Attchd,2,525,171,132,0,0,8,2008,4,N,1000,3127,164.06
10895,NAmes,1Fam,Single Story,5,6,1955,1955,324,GasA,Y,972,0,972,3,TA,5,Attchd,1,305,0,0,205,0,6,2010,1,N,648,1620,144.67
7800,Edwards,1Fam,Two Story,5,8,1948,2002,293,GasA,Y,1112,896,2008,3,Ex,8,Attchd,1,230,103,0,0,0,10,2006,4,Y,603,2611,183.48
7252,Sawyer,1Fam,Split Foyer Style,5,5,1982,1982,173,GasA,Y,858,0,858,2,TA,5,Detchd,2,576,120,0,0,0,4,2009,2,N,685,1543,148.55
9156,NWAmes,1Fam,Single Story,6,7,1968,1968,1489,GasA,Y,1489,0,1489,3,Gd,7,Attchd,2,462,0,0,0,0,3,2009,2,N,0,1489,148.55
4920,StoneBr,TwnhsE,Single Story,8,5,2001,2001,722,GasA,Y,1338,0,1338,2,Gd,6,Attchd,2,582,0,0,170,0,4,2010,3,N,616,1954,144.67
10200,IDOTRR,1Fam,Single Story,4,6,1925,1950,572,GasA,N,572,0,572,2,TA,4,Detchd,1,200,0,0,72,0,5,2009,1,Y,0,572,148.55
9178,CollgCr,1Fam,Single Story,8,5,2008,2008,1468,GasA,Y,1468,0,1468,3,Gd,6,Attchd,3,904,192,142,0,0,6,2009,2,N,0,1468,148.55
7763,NAmes,1Fam,Single Story,5,7,1962,1980,319,GasA,Y,1283,0,1283,3,TA,6,Detchd,2,506,0,0,0,0,7,2008,2,Y,612,1895,164.06
15863,SWISU,1Fam,Finished 2 1/2 Story,7,3,1920,1970,301,GasA,Y,1687,998,3082,5,TA,12,Basment,2,672,136,63,0,0,8,2009,4,Y,523,3605,148.55
3684,Blmngtn,TwnhsE,Single Story,7,5,2007,2007,1373,GasA,Y,1555,0,1555,2,Gd,7,Attchd,3,660,143,20,0,0,6,2009,2,N,0,1555,148.55
9656,OldTown,1Fam,Single Story,2,2,1923,1970,678,GasA,N,832,0,832,2,TA,5,Detchd,2,780,0,0,0,0,6,2010,1,Y,0,832,144.67
7200,OldTown,1Fam,Single Story,5,7,1940,1992,278,GasA,Y,804,0,804,2,Gd,4,Attchd,1,240,0,0,154,0,5,2010,2,Y,510,1314,144.67
9350,NAmes,1Fam,Two Story,5,6,1964,1964,360,GasA,Y,720,720,1440,4,TA,7,Attchd,2,480,0,32,240,0,7,2006,2,N,360,1800,183.48
6904,NridgHt,TwnhsE,Single Story,6,5,2005,2005,522,GasA,Y,1358,0,1358,2,Gd,6,Attchd,2,484,192,36,0,0,8,2009,2,N,836,2194,148.55
15896,Gilbert,1Fam,Two Story,7,5,1999,1999,264,GasA,Y,1223,1089,2312,4,Gd,8,BuiltIn,3,658,298,0,0,0,5,2009,4,N,913,3225,148.55
7703,Sawyer,1Fam,Split Foyer Style,6,8,1978,1978,0,GasA,Y,1034,0,1034,3,TA,6,Basment,2,504,311,0,0,0,10,2008,2,N,450,1484,164.06
8450,SawyerW,1Fam,Two Story,6,5,2001,2001,355,GasA,Y,827,850,1677,3,Gd,7,Attchd,2,627,0,68,0,0,9,2008,4,N,472,2149,164.06
12172,NAmes,1Fam,Unfinished 1 1/2 Story,5,7,1940,1996,433,GasA,Y,908,0,908,2,TA,4,Attchd,2,512,284,24,0,192,5,2007,1,Y,389,1297,179.94
8741,Edwards,Duplex,Single Story,5,6,1946,1950,1195,GasA,N,1195,0,1195,4,TA,8,0,0,0,118,0,0,0,7,2007,2,Y,0,1195,179.94
14598,Somerst,1Fam,Two Story,6,5,2007,2007,894,GasA,Y,894,1039,1933,4,Gd,9,BuiltIn,3,668,100,18,0,0,1,2008,3,N,0,1933,164.06
11367,CollgCr,1Fam,Two Story,8,5,2002,2002,133,GasA,Y,1091,898,1989,3,Gd,7,Attchd,2,586,199,60,0,0,11,2006,4,N,932,2921,183.48
12435,CollgCr,1Fam,Two Story,7,5,2001,2001,602,GasA,Y,963,829,1792,3,Gd,7,Attchd,2,564,0,96,0,0,5,2008,3,N,361,2153,164.06
7153,SawyerW,1Fam,Two Story,6,5,1992,1992,374,GasA,Y,810,793,1603,3,Gd,7,Attchd,2,484,0,124,0,0,7,2006,3,N,387,1990,183.48
14695,NAmes,1Fam,Single Story,6,8,1966,2008,175,GasA,Y,1567,0,1567,2,Gd,5,Attchd,2,542,0,110,0,342,7,2009,3,Y,1387,2954,148.55
10784,Gilbert,1Fam,Split Level Style,7,5,1991,1992,384,GasA,Y,802,670,1472,3,Gd,7,Attchd,2,402,164,0,0,0,5,2007,3,Y,0,1472,179.94
5062,StoneBr,TwnhsE,Two Story,7,5,1984,1984,180,GasA,Y,1190,900,2090,3,Gd,6,Attchd,2,577,219,0,0,0,9,2007,3,N,1010,3100,179.94
8232,NridgHt,TwnhsE,Single Story,9,5,2007,2008,596,GasA,Y,1800,0,1800,2,Ex,6,Attchd,3,944,210,0,0,0,6,2008,3,Y,1204,3004,164.06
9439,OldTown,1Fam,Finished 1 1/2 Story,5,5,1930,1950,588,GasA,Y,912,336,1248,2,TA,6,Detchd,1,160,0,0,192,0,3,2007,1,Y,324,1572,179.94
13377,CollgCr,1Fam,Single Story,6,5,2006,2006,260,GasA,Y,1846,0,1846,3,Gd,7,Attchd,2,495,0,32,0,0,7,2006,3,N,1576,3422,183.48
2001,MeadowV,Twnhs,Two Story,4,5,1970,1970,546,GasA,Y,546,546,1092,3,TA,6,Attchd,1,286,0,0,0,0,1,2007,2,N,0,1092,179.94
7500,Somerst,1Fam,Single Story,7,5,2005,2005,1257,GasA,Y,1266,0,1266,3,Gd,6,Attchd,2,453,38,144,0,0,4,2006,2,N,0,1266,183.48
